GCOMPID,OPERATOR,NAME,MEAS_TECH,LAST_INSP,NEXT_INSP,FREQ_INSP_MO,TEST_DUR,CALIB_DUR,SAMP_DUR,LOW_FLOW,BATT_PCT,ADDRESS,CITY,STATE,ZIP,STATUS,NUM_UNITS,CERT_HP,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
GCOMP1971,BCE MACH III MIDSTREAM HOLDINGS L.L.C.,WAY SOUTH COMPRESSOR STATION,Technician-22,11/6/2022,11/1/2023,12,55,,,,100,SW OF ROADS E0820 AND N2950,CASHION,OK,73016,IN SERVICE,5,-999,KINGFISHER,40073,USA,35.82719,-97.745888
GCOMP1972,BCE MACH III MIDSTREAM HOLDINGS L.L.C.,WAY SOUTH COMPRESSOR STATION 1,Technician-23,11/20/2022,11/15/2023,12,55,,,,100,0.4 MILE W OF ROADS N2960 AND E0820,CASHION,OK,73016,IN SERVICE,1,-999,KINGFISHER,40073,USA,35.82714,-97.735446
GCOMP1976,BCE MACH III MIDSTREAM HOLDINGS L.L.C.,NORTH OF LINCOLN COMPRESSOR STATION,Technician-24,12/4/2022,11/29/2023,12,55,,,,100,0.01 MILE W OF ROADS E0700 AND N2970,CRESCENT,OK,73028,NOT AVAILABLE,-999,-999,KINGFISHER,40073,USA,36.000534,-97.71164
GCOMP949,PANHANDLE EASTERN PIPE LINE COMPANY L.P.,OKLAHOMA-CASHION-KINGFISHER COUNTY,Technician-25,6/4/2023,12/1/2023,6,55,,,,100,CASHION STATION; 4 MILE WEST 1/2 MILE SOUTH OF CASHION,CASHION,OK,73016,IN SERVICE,4,11222,KINGFISHER,40073,USA,35.78932848,-97.74436885
GCOMP1973,SUPERIOR PIPELINE COMPANY L.L.C.,REEDING COMPRESSOR STATION,Technician-01,12/12/2022,12/7/2023,12,55,20,,,100,26512 E0860 ROAD; 0.5 MILE W OF ROADS E0860 AND N2960,CASHION,OK,73016,IN SERVICE,10,-999,KINGFISHER,40073,USA,35.766629,-97.734173
GCOMP1227,NATURAL GAS PIPELINE COMPANY OF AMERICA L.L.C.,STATION 156 - MT. VIEW,Technician-02,6/18/2023,12/15/2023,6,55,,,,100,OK-115/E 1340 ROAD; CORNER OF E1340 ROAD AND OK-115,MOUNTAIN VIEW,OK,73062,IN SERVICE,3,9000,KIOWA,40075,USA,35.07391306,-98.72742539
GCOMP198,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,CHANDLER,Technician-03,1/5/2023,12/31/2023,12,55,,,,25,1537 SW 1050TH AVENUE,WILBURTON,OK,74578,IN SERVICE,3,20000,LATIMER,40077,USA,34.88892034,-95.40459597
GCOMP451,CENTERPOINT ENERGY GAS TRANSMISSION COMPANY L.L.C.,POTEAU,Technician-04,5/19/2023,11/15/2023,6,55,,,,33,28021 OK-112,CAMERON,OK,74932,IN SERVICE,5,37300,LE FLORE,40079,USA,35.1291162,-94.56229453
GCOMP1953,DCP OPERATING COMPANY L.P.,COPPERHEAD COMPRESSOR STATION,Technician-05,5/21/2023,11/17/2023,6,55,,,,49,336410 E 930 ROAD; ROAD E 930 0.6 MILE E OF S HIGHWAY 177,CHANDLER,OK,74834,IN SERVICE,3,-999,LINCOLN,40081,USA,35.670592,-97.006371
GCOMP1958,HARRAH MIDSTREAM L.L.C.,SOUTH DAVENPORT COMPRESSOR STATION,Technician-06,5/23/2023,11/19/2023,6,55,,,,51,ROAD E 930 0.7 MILE WNW OF ROAD 3500,DAVENPORT,OK,74026,IN SERVICE,3,-999,LINCOLN,40081,USA,35.668317,-96.777348
GCOMP1957,HARRAH MIDSTREAM L.L.C.,DAVENPORT COMPRESSOR STATION,Technician-07,11/26/2022,11/21/2023,12,55,,,,66,ROAD N3490 0.5 MILE S OF ROAD E 890,CHANDLER,OK,74834,IN SERVICE,5,-999,LINCOLN,40081,USA,35.717915,-96.786409
GCOMP1963,HARRAH MIDSTREAM L.L.C.,WELLSTON COMPRESSOR STATION,Technician-08,5/27/2023,11/23/2023,6,55,20,,,67,332851 E 950 ROAD; 0.2 MILE W OF MIDLOTHIAN ROAD AND ROAD 3330,WELLSTON,OK,74881,IN SERVICE,1,-999,LINCOLN,40081,USA,35.636385,-97.073526
GCOMP1959,SCISSORTAIL ENERGY L.L.C.,NORTH AJAX COMPRESSOR STATION,Technician-09,5/15/2023,11/11/2023,6,55,,,,92,ROADS N3480 AND 830,STROUD,OK,74079,IN SERVICE,1,-999,LINCOLN,40081,USA,35.811179,-96.805244
GCOMP1962,SCISSORTAIL ENERGY L.L.C.,GOOSE CREEK COMPRESSOR STATION,Technician-10,11/19/2022,11/14/2023,12,55,,,,93,353500 E 970 ROAD; ROAD E 970 0.3 MILE W OF ROAD N3540,STROUD,OK,74079,IN SERVICE,1,-999,LINCOLN,40081,USA,35.608919,-96.703118
GCOMP1950,SCISSORTAIL ENERGY L.L.C.,MOUNT VERNON COMPRESSOR STATION,Technician-11,5/19/2023,11/15/2023,6,55,,,,94,ROAD E 840 0.6 MILE W OF ROAD N 3410,CARNEY,OK,74832,IN SERVICE,1,-999,LINCOLN,40081,USA,35.797233,-96.935739
GCOMP1968,SCISSORTAIL ENERGY L.L.C.,MCDANIEL COMPRESSOR STATION,Technician-12,11/6/2022,11/1/2023,12,55,,,,95,200 US-177,CARNEY,OK,74832,NOT AVAILABLE,-999,-999,LINCOLN,40081,USA,35.82044,-97.016826
GCOMP1969,SCISSORTAIL ENERGY L.L.C.,NUBERRY COMPRESSOR STATION,Technician-13,5/19/2023,11/15/2023,6,55,,,,96,332842 OK-105; OK-105 W OF ROAD 3330,CARNEY,OK,74832,NOT AVAILABLE,-999,-999,LINCOLN,40081,USA,35.869932,-97.072609
GCOMP1952,SCISSORTAIL ENERGY L.L.C.,ACHILLES COMPRESSOR STATION,Technician-14,12/4/2022,11/29/2023,12,55,,,,97,0.7 MILE NW OF ROAD S 3450 AND ROAD E 870,CHANDLER,OK,74834,IN SERVICE,2,-999,LINCOLN,40081,USA,35.760621,-96.86657
GCOMP1954,SCISSORTAIL ENERGY L.L.C.,EAST CHANDLER COMPRESSOR STATION,Technician-15,3/6/2023,12/1/2023,9,55,,,,98,1970-1852 E INDIAN TRAIL; 0.7 MILE W OF ROADS N3460 AND E0920,CHANDLER,OK,74834,IN SERVICE,3,-999,LINCOLN,40081,USA,35.687591,-96.85004
GCOMP1955,SCISSORTAIL ENERGY L.L.C.,MIDWAY COMPRESSOR STATION,Technician-16,6/10/2023,12/7/2023,6,55,20,,,99,341403 E 0860 ROAD; 0.5 MILE E OF ROADS E 0860 AND N 3410,CHANDLER,OK,74834,IN SERVICE,2,-999,LINCOLN,40081,USA,35.770506,-96.92448
GCOMP1956,SCISSORTAIL ENERGY L.L.C.,TURNPIKE COMPRESSOR STATION,Technician-17,6/18/2023,12/15/2023,6,55,,,,80,ROAD S3470 0.3 MILE N OF US-44,CHANDLER,OK,74834,IN SERVICE,2,-999,LINCOLN,40081,USA,35.732128,-96.823539
GCOMP1960,SCISSORTAIL ENERGY L.L.C.,STEAMBOAT COMPRESSOR STATION,Technician-18,1/5/2023,12/31/2023,12,55,,,,75,0.5 MILE NE OF ROAD N3503 AND US-44,CHANDLER,OK,74834,IN SERVICE,1,-999,LINCOLN,40081,USA,35.743916,-96.758834
GCOMP1961,SCISSORTAIL ENERGY L.L.C.,WILZETTA COMPRESSOR STATION,Technician-19,2/18/2023,11/15/2023,9,55,,,,70,OIL ROAD 0.5 MILE W OF NORTHSOUTH 3520,SPARKS,OK,74869,IN SERVICE,1,-999,LINCOLN,40081,USA,35.557903,-96.737295
GCOMP1964,SCISSORTAIL ENERGY L.L.C.,POLL COMPRESSOR STATION,Technician-20,11/22/2022,11/17/2023,12,55,,,,60,ROAD N 3340 0.5 MILE S OF US-44,WELLSTON,OK,74881,IN SERVICE,1,-999,LINCOLN,40081,USA,35.674106,-97.053187
GCOMP1965,SCISSORTAIL ENERGY L.L.C.,KVG COMPRESSOR STATION,Technician-21,5/23/2023,11/19/2023,6,55,,,,50,MIDLOTHIAN ROAD W OF ROAD N 3340,WELLSTON,OK,74881,IN SERVICE,1,-999,LINCOLN,40081,USA,35.637241,-97.054593
GCOMP1966,SCISSORTAIL ENERGY L.L.C.,WEST WOMACK COMPRESSOR STATION,Technician-22,5/25/2023,11/21/2023,6,55,,,,25,W OF ROAD E0840 AND ROAD S 3300,WELLSTON,OK,74881,IN SERVICE,1,-999,LINCOLN,40081,USA,35.795965,-97.127028
GCOMP1967,SCISSORTAIL ENERGY L.L.C.,EAST WOMACK COMPRESSOR STATION,Technician-23,5/27/2023,11/23/2023,6,55,,,,100,S OF ROAD E0840 AND ROAD S 3300,WELLSTON,OK,74881,NOT AVAILABLE,-999,-999,LINCOLN,40081,USA,35.796199,-97.12348
GCOMP1949,SUPERIOR PIPELINE COMPANY L.L.C.,CARNEY NE COMPRESSOR STATION,Technician-24,5/15/2023,11/11/2023,6,55,,,,100,NW OF ROADS N3380 AND E0810,CARNEY,OK,74832,IN SERVICE,3,-999,LINCOLN,40081,USA,35.841221,-96.983255
GCOMP1951,SUPERIOR PIPELINE COMPANY L.L.C.,CARNEY COMPRESSOR STATION,Technician-25,11/19/2022,11/14/2023,12,55,20,40,,100,ROAD E0840 0.5 MILE E OF ROAD N 3340,CARNEY,OK,74832,IN SERVICE,10,-999,LINCOLN,40081,USA,35.795963,-97.043809
GCOMP1984,4AM MIDSTREAM L.L.C.,PANTHER COMPRESSOR STATION,Technician-01,11/20/2022,11/15/2023,12,55,,40,,100,0.92 MILE W OF HIGHWAY 65 AND ROAD N3140,MULHALL,OK,73063,IN SERVICE,2,-999,LOGAN,40083,USA,36.069457,-97.424167
GCOMP1985,4AM MIDSTREAM L.L.C.,PENN COMPRESSOR STATION,Technician-02,11/6/2022,11/1/2023,12,55,,40,,100,NE OF ROADS N3060 AND E0650,MULHALL,OK,73063,IN SERVICE,2,-999,LOGAN,40083,USA,36.073232,-97.549861
GCOMP1983,4AM MIDSTREAM L.L.C.,DOUGLAS COMPRESSOR STATION,Technician-03,5/19/2023,11/15/2023,6,55,,40,,100,0.3 MILE W OF ROADS E0640 AND N3160,ORLANDO,OK,73073,IN SERVICE,4,-999,LOGAN,40083,USA,36.087373,-97.378135
GCOMP1988,DCP OPERATING COMPANY L.P.,GOODNIGHT COMPRESSOR STATION,Technician-04,12/4/2022,11/29/2023,12,55,,40,,100,0.5 MILE N OF ROADS N3270 AND E0770,COYLE,OK,73027,NOT AVAILABLE,4,-999,LOGAN,40083,USA,35.905268,-97.173653
GCOMP1974,DCP OPERATING COMPANY L.P.,WEST EDMOND COMPRESSOR STATION,Technician-05,6/4/2023,12/1/2023,6,55,,40,,100,W CHARTER OAK ROAD AND MAC ARTHUR BOULEVARD,EDMOND,OK,73034,IN SERVICE,-999,-999,LOGAN,40083,USA,35.755392,-97.621367
GCOMP1970,DCP OPERATING COMPANY L.P.,ATLAS COMPRESSOR STATION,Technician-06,3/12/2023,12/7/2023,9,55,,40,,100,0.5 MILE SE OF ROADS E0840 AND TRIPLE XXX,MERIDIAN,OK,73058,IN SERVICE,4,-999,LOGAN,40083,USA,35.795328,-97.221896
GCOMP1975,ETC TEXAS PIPELINE LTD.,BALSIGER COMPRESSOR STATION,Technician-07,12/20/2022,12/15/2023,12,55,,40,,100,0.2 MILE NE OF ROAD E0720 AND MAC ARTHUR BOULEVARD,CRESCENT,OK,73028,IN SERVICE,1,-999,LOGAN,40083,USA,35.972589,-97.618846
GCOMP1981,ETC TEXAS PIPELINE LTD.,DAVIS COMPRESSOR STATION,Technician-08,7/4/2023,12/31/2023,6,55,,40,,100,ROADS N3010 AND E0670,CRESCENT,OK,73028,IN SERVICE,1,-999,LOGAN,40083,USA,36.043945,-97.639384
GCOMP1982,ETC TEXAS PIPELINE LTD.,ROXANNA COMPRESSOR STATION,Technician-09,11/20/2022,11/15/2023,12,55,,40,,100,SE OF ROAD N3000 AND ROAD E0640,CRESCENT,OK,73028,IN SERVICE,1,-999,LOGAN,40083,USA,36.086435,-97.656979
GCOMP1989,ETC TEXAS PIPELINE LTD.,BUFFORD COMPRESSOR STATION,Technician-10,5/21/2023,11/17/2023,6,55,20,40,,100,12620-12644 E 750 ROAD; 0.2 MILE E OF ROAD E750 AND N PORTLAND AVENUE,CRESCENT,OK,73028,IN SERVICE,1,-999,LOGAN,40083,USA,35.92797,-97.584409
GCOMP1978,ETC TEXAS PIPELINE LTD.,BROWN COMPRESSOR STATION,Technician-11,11/24/2022,11/19/2023,12,55,,40,,25,0.3 MILE E OF ROADS E0710 AND N3080,GUTHRIE,OK,73044,IN SERVICE,1,-999,LOGAN,40083,USA,35.985376,-97.509546
GCOMP1980,ETC TEXAS PIPELINE LTD.,KELLOGG COMPRESSOR STATION,Technician-12,11/26/2022,11/21/2023,12,55,20,40,,33,5023-4401 W INDUSTRIAL ROAD; 0.5 MILE E OF S BROADWAY AND INDUSTRIAL ROADS,GUTHRIE,OK,73044,IN SERVICE,1,-999,LOGAN,40083,USA,35.855768,-97.472761
GCOMP1990,ETC TEXAS PIPELINE LTD.,MILLER COMPRESSOR STATION,Technician-13,11/28/2022,11/23/2023,12,55,,40,,49,0.4 MILE S OF ROADS N3120 AND E0690,MULHALL,OK,73063,IN SERVICE,1,-999,LOGAN,40083,USA,36.00864,-97.442919
GCOMP1986,ETC TEXAS PIPELINE LTD.,ORLANDO,Technician-14,11/16/2022,11/11/2023,12,55,20,,,51,0.47 MILE S OF ROADS E0580 AND N3130,ORLANDO,OK,73073,IN SERVICE,1,-999,LOGAN,40083,USA,36.166878,-97.424856
GCOMP1977,NEMAHA GAS GATHERING SYSTEMS L.L.C.,INTERCONNECT COMPRESSOR STATION,Technician-15,5/18/2023,11/14/2023,6,55,,,,66,0.27 MILE NW OF ROADS E0680 AND N3050,CRESCENT,OK,73028,IN SERVICE,4,-999,LOGAN,40083,USA,36.031428,-97.569276
GCOMP1979,SUPERIOR PIPELINE COMPANY L.L.C.,WEST CARNEY COMPRESSOR STATION,Technician-16,11/20/2022,11/15/2023,12,55,,40,,67,10025 WILLIAMS ROAD; 0.7 MILE SE OF WILLIAMS AND FORESTHILLS ROADS,WELLSTON,OK,74881,IN SERVICE,1,-999,LOGAN,40083,USA,35.778201,-97.164852
GCOMP1987,TOM STACK L.L.C.,SUTTON COMPRESSOR FACILITY,Technician-17,5/5/2023,11/1/2023,6,55,20,,,92,0.52 MILE W OF 32ND AND VASSER ROADS,STILLWATER,OK,73073,IN SERVICE,2,-999,LOGAN,40083,USA,36.087118,-97.270081
GCOMP1839,WOODFORD EXPRESS L.L.C.,HOOK ECHO COMPRESSOR STATION,Technician-18,11/20/2022,11/15/2023,12,55,,,,93,11831-11001 COUNCIL AVENUE; 0.8 MILE NW OF ROADS E1480 AND N3000,BRADLEY,OK,73052,IN SERVICE,7,-999,MCCLAIN,40087,USA,34.87975,-97.654883
GCOMP1999,DCP OPERATING COMPANY L.P.,CANTON COMPRESSOR STATION,Technician-19,6/2/2023,11/29/2023,6,55,,,,94,0.65 MILE W OF ROADS E0560 AND N2430,LONGDALE,OK,73755,IN SERVICE,3,-999,MAJOR,40093,USA,36.203326,-98.68377
GCOMP1994,DCP OPERATING COMPANY L.P.,HUDSON COMPRESSOR FACILITY,Technician-20,6/4/2023,12/1/2023,6,55,,,,95,.5 MILE E OF ROADS N2340 AND E0580,CHESTER,OK,73838,IN SERVICE,2,-999,MAJOR,40093,USA,36.173495,-98.828848
GCOMP2012,ETC TEXAS PIPELINE LTD.,CHEYENNE VALLEY COMPRESSOR STATION,Technician-21,6/10/2023,12/7/2023,6,55,20,40,,96,40990 S COUNTY ROAD 240; ROADS NS 240 AND EW 41,WAYNOKA,OK,73860,IN SERVICE,5,-999,MAJOR,40093,USA,36.420376,-98.7269
GCOMP1991,GREAT SALT PLAINS MIDSTREAM L.L.C.,THUNDERBIRD COMPRESSOR STATION,Technician-22,12/20/2022,12/15/2023,12,55,,,,97,0.4 MILE SW OF ROADS EW-58 AND NS-273,AMES,OK,73718,IN SERVICE,3,-999,MAJOR,40093,USA,36.173407,-98.148397
GCOMP1992,ONEOK FIELD SERVICES COMPANY L.L.C.,SMILEY COMPRESSOR STATION,Technician-23,7/4/2023,12/31/2023,6,55,,40,,98,0.5 MILE NW OF ROADS NORTHSOUTH 242 AND EW 54,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.235774,-98.695434
GCOMP2001,ONEOK FIELD SERVICES COMPANY L.L.C.,HUNT BOWERS COMPRESSOR STATION,Technician-24,5/19/2023,11/15/2023,6,55,,,,99,54340-54160 NS 243 ROAD; ROAD N2430 0.4 MILE S EW 54 ROAD,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.229547,-98.669472
GCOMP2003,ONEOK FIELD SERVICES COMPANY L.L.C.,CROSSTIMBERS COMPRESSOR STATION,Technician-25,11/22/2022,11/17/2023,12,55,,,,80,1.8 MILES SE OF ROADS NS 240 AND E0520,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.250035,-98.698612
GCOMP2004,ONEOK FIELD SERVICES COMPANY L.L.C.,FAST COMPRESSOR STATION,Technician-01,5/23/2023,11/19/2023,6,55,20,,,75,0.8 MILE E OF ROADS N2440 AND E0510,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.275772,-98.643594
GCOMP2005,ONEOK FIELD SERVICES COMPANY L.L.C.,SOUTH DELIVERY COMPRESSOR STATION,Technician-02,11/26/2022,11/21/2023,12,55,,40,,70,ROADS NS 246 AND E0520,FAIRVIEW,OK,73737,IN SERVICE,2,-999,MAJOR,40093,USA,36.260632,-98.622117
GCOMP2006,ONEOK FIELD SERVICES COMPANY L.L.C.,URC 2 COMPRESSOR STATION,Technician-03,5/27/2023,11/23/2023,6,55,,,,60,ROADS E0570 AND N2480,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.188396,-98.582988
GCOMP2007,ONEOK FIELD SERVICES COMPANY L.L.C.,WILLITS LATERAL COMPRESSOR STATION,Technician-04,11/16/2022,11/11/2023,12,55,,,,50,0.5 MILE S OF ROADS NS 243 AND EW 49; 4 MILE S OF HIGHWAY 15 AND 412 NW OF FAIRVIEW,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.296157,-98.677135
GCOMP1995,ONEOK FIELD SERVICES COMPANY L.L.C.,NORTH BLOOMER COMPRESSOR STATION,Technician-05,2/17/2023,11/14/2023,9,55,,,,25,227899-227999 EASTWEST 45 ROAD; 0.65 MILE E OF ROADS N2270 AND E0450,CHESTER,OK,73838,IN SERVICE,3,-999,MAJOR,40093,USA,36.362016,-98.945589
GCOMP1996,ONEOK FIELD SERVICES COMPANY L.L.C.,SOUTH BLOOMER COMPRESSOR STATION,Technician-06,5/19/2023,11/15/2023,6,55,,,,100,235210-235164 EW 53 ROAD; 0.2 MILE NE OF ROADS EAST0530 AND N2350,CHESTER,OK,73838,IN SERVICE,1,-999,MAJOR,40093,USA,36.248242,-98.811308
GCOMP1997,RINGWOOD GATHERING COMPANY,COPPOCK COMPRESSOR STATION,Technician-07,5/5/2023,11/1/2023,6,55,20,,Y,100,"2.1 MILES WSW OF ROADS N2620 AND E0470; 6 MILES SE OF CLEO SPRINGS, OK",CLEO SPRINGS,OK,73729,IN SERVICE,2,-999,MAJOR,40093,USA,36.324549,-98.373433
GCOMP1998,RINGWOOD GATHERING COMPANY,NIGHTENGALE COMPRESSOR STATION,Technician-08,11/20/2022,11/15/2023,12,55,,,,100,NS 258 ROAD 0.6 MILE N OF US-412,CLEO SPRINGS,OK,73729,IN SERVICE,1,-999,MAJOR,40093,USA,36.39765377,-98.40680774
GCOMP2000,RINGWOOD GATHERING COMPANY,CIMARRON COMPRESSOR STATION,Technician-09,3/4/2023,11/29/2023,9,55,,,,100,OK-58 AND ROAD N2590,FAIRVIEW,OK,73737,IN SERVICE,1,-999,MAJOR,40093,USA,36.27557,-98.391187
GCOMP2010,RINGWOOD GATHERING COMPANY,CAMPBELL COMPRESSOR STATION,Technician-10,12/6/2022,12/1/2023,12,55,,,,100,0.8 MILE SW OF ROADS EW 50 AND NS 267,RINGWOOD,OK,73768,IN SERVICE,1,-999,MAJOR,40093,USA,36.282025,-98.257071
GCOMP2002,TALL OAK MIDCON L.L.C.,JEFFERSON COMPRESSOR FACILITY,Technician-11,5/19/2023,11/15/2023,6,55,,,,100,ROAD E0515 0.4 MILE W OF ROAD N2520,FAIRVIEW,OK,73737,IN SERVICE,4,-999,MAJOR,40093,USA,36.268992,-98.523555
GCOMP2008,TALL OAK MIDCON L.L.C.,CORNER CREEK COMPRESSOR FACILITY,Technician-12,5/21/2023,11/17/2023,6,55,,,,100,0.4 MILE W OF ROADS E0560 AND N2600,ISABELLA,OK,73747,NOT AVAILABLE,-999,-999,MAJOR,40093,USA,36.202982,-98.375058
GCOMP2011,TALL OAK MIDCON L.L.C.,PENNER COMPRESSOR STATION,Technician-13,5/23/2023,11/19/2023,6,55,,,,100,ROAD N2620 N OF ROAD EW 56,RINGWOOD,OK,73768,IN SERVICE,1,-999,MAJOR,40093,USA,36.207691,-98.332709
GCOMP2009,TARGA PIPELINE MIDCONTINENT WESTOK L.L.C.,ORIENTA COMPRESSOR STATION,Technician-14,5/25/2023,11/21/2023,6,55,20,,,100,ROAD E0440 0.3 MILE W OF ROAD NS 254,CLEO SPRINGS,OK,73729,IN SERVICE,4,-999,MAJOR,40093,USA,36.377033,-98.485769
GCOMP1993,TARGA PIPELINE MIDCONTINENT WESTOK L.L.C.,FISHER COMPRESSOR STATION,Technician-15,11/28/2022,11/23/2023,12,55,,,,100,233221-233283 EW 53 ROAD; 0.2 MILE E OF ROADS EAST0530 AND N2330,CHESTER,OK,73838,IN SERVICE,6,-999,MAJOR,40093,USA,36.24769,-98.845519
GCOMP2018,4AM MIDSTREAM L.L.C.,PERRY COMPRESSOR STATION (DEVON),Technician-16,11/16/2022,11/11/2023,12,55,,,Y,100,0.31 MILE S OF ROADS N3260 AND E0540,PERRY,OK,73077,IN SERVICE,3,-999,NOBLE,40103,USA,36.227368,-97.196467
GCOMP2020,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, L.L.C.",PERRY COMPRESSOR STATION (ENABLE),Technician-17,11/19/2022,11/14/2023,12,55,,,,100,20495 COUNTY ROAD 40; 0.4 MILE LESW OF ROADS E0480 AND N3140,PERRY,OK,73077,IN SERVICE,-999,-999,NOBLE,40103,USA,36.312395,-97.40906
GCOMP2016,ETC TEXAS PIPELINE LTD.,EAST LUCIEN COMPRESSOR STATION,Technician-18,5/19/2023,11/15/2023,6,55,,,,100,ROADS N3180 AND E0560,PERRY,OK,73077,IN SERVICE,-999,-999,NOBLE,40103,USA,36.202839,-97.335894
GCOMP2017,ETC TEXAS PIPELINE LTD.,BILLINGS COMPRESSOR STATION,Technician-19,11/6/2022,11/1/2023,12,55,,,,25,0.5 MILE E OF ROADS N3160 AND E0380,PERRY,OK,73077,NOT AVAILABLE,4,-999,NOBLE,40103,USA,36.463401,-97.365408
GCOMP2021,ETC TEXAS PIPELINE LTD. (REGENCY FIELD SERVICES L.L.C.),WARREN CREEK COMPRESSOR STATION,Technician-20,5/19/2023,11/15/2023,6,55,,,,33,0.4 MILE SE OF ROADS E0480 AND N3140,PERRY,OK,73077,NOT AVAILABLE,2,-999,NOBLE,40103,USA,36.311684,-97.407523
GCOMP2013,MUSTANG GAS PRODUCTS L.L.C.,NORTH BILLINGS COMPRESSOR STATION,Technician-21,3/4/2023,11/29/2023,9,55,,,,49,0.1 MILE N OF ROAD N3140 AND ZIGZAG,BILLINGS,OK,74630,IN SERVICE,1,-999,NOBLE,40103,USA,36.522601,-97.408039
GCOMP2019,MUSTANG GAS PRODUCTS L.L.C.,SOUTH BILLINGS COMPRESSOR STATION,Technician-22,12/6/2022,12/1/2023,12,55,20,,,51,0.5 MILE N OF COOUNTY ROAD 40 AND VALLEY ROAD,BILLINGS,OK,74630,IN SERVICE,2,-999,NOBLE,40103,USA,36.468006,-97.407714
GCOMP2014,MUSTANG GAS PRODUCTS L.L.C.,BADLANDS COMPRESSOR STATION,Technician-23,6/10/2023,12/7/2023,6,55,,,,66,0.3 MILE N OF ROAD E0320 AND COUNTY ROAD 280,MARLAND,OK,74644,IN SERVICE,1,-999,NOBLE,40103,USA,36.555144,-96.978203
GCOMP2015,SUPERIOR PIPELINE COMPANY L.L.C.,MORRISON COMPRESSOR STATION,Technician-24,12/20/2022,12/15/2023,12,55,,,,67,0.2 MILE W OF ROAD E0510 AND COUNTY ROAD 250,MORRISON,OK,73061,IN SERVICE,1,-999,NOBLE,40103,USA,36.274999,-97.035685
GCOMP2032,BRATCO OPERATING COMPANY INC.,BLUCO COMPRESSOR STATION,Technician-25,7/4/2023,12/31/2023,6,55,,,,92,SW OF ROADS EW 8 AND N4060,WANN,OK,74083,NOT AVAILABLE,1,-999,NOWATA,40105,USA,36.901629,-95.774345
GCOMP2029,CEP MIDCONTINENT L.L.C.,NOWATA COMPRESSOR STATION,Technician-01,11/22/2022,11/17/2023,12,55,,,,93,19001 NS 412; 1 MILE N ON COUNTY ROAD 412 FROM US-60,NOWATA,OK,74048,IN SERVICE,1,-999,NOWATA,40105,USA,36.729007,-95.665423
GCOMP2022,NFCDA ENERGY L.L.C.,WEST LENAPAH COMPRESSOR STATION,Technician-02,11/24/2022,11/19/2023,12,55,,,,94,SE OF ROADS E0080 AND NS 411,LENAPAH,OK,74042,IN SERVICE,2,-999,NOWATA,40105,USA,36.901048,-95.683149
GCOMP2023,RIVER ROCK OPERATING L.L.C.,EAST LENAPAH COMPRESSOR STATION,Technician-03,11/26/2022,11/21/2023,12,55,,,,95,NW OF ROADS NS 417 AND EW 8,LENAPAH,OK,74042,NOT AVAILABLE,-999,-999,NOWATA,40105,USA,36.904019,-95.572922
GCOMP2024,RIVER ROCK OPERATING L.L.C.,JARBOE COMPRESSOR STATION,Technician-04,11/28/2022,11/23/2023,12,55,,,,96,9663 EW 11 ROAD; 1 MILE W OF ROADS E0110 AND NS411,LENAPAH,OK,74042,IN SERVICE,1,-999,NOWATA,40105,USA,36.858116,-95.711281
GCOMP2025,RIVER ROCK OPERATING L.L.C.,MANGELS COMPRESSOR STATION,Technician-05,5/15/2023,11/11/2023,6,55,,,,97,1.5 MILES SE OF ROADS EW 8 AND NS 417,LENAPAH,OK,74042,NOT AVAILABLE,-999,-999,NOWATA,40105,USA,36.898308,-95.546726
GCOMP2026,RIVER ROCK OPERATING L.L.C.,REITZ COMPRESSOR STATION,Technician-06,11/19/2022,11/14/2023,12,55,20,40,,98,0.7 MILE W OF ROADS EW 9 AND NS 413,LENAPAH,OK,74042,NOT AVAILABLE,-999,-999,NOWATA,40105,USA,36.887192,-95.662869
GCOMP2027,RIVER ROCK OPERATING L.L.C.,JORDAN COMPRESSOR STATION,Technician-07,5/19/2023,11/15/2023,6,55,,40,,99,0.4 MILE S OF ROADS NS 411 AND E0120,LENAPAH,OK,74042,NOT AVAILABLE,-999,-999,NOWATA,40105,USA,36.837004,-95.683029
GCOMP2028,RIVER ROCK OPERATING L.L.C.,WEBSTER COMPRESSOR STATION,Technician-08,11/6/2022,11/1/2023,12,55,,40,,80,10999 EW 11 ROAD; ROADS NE OF N4110 AND E0110,LENAPAH,OK,74042,IN SERVICE,1,-999,NOWATA,40105,USA,36.85866,-95.68349
GCOMP2033,RIVER ROCK OPERATING L.L.C.,BRINKMAN COMPRESSOR STATION,Technician-09,5/19/2023,11/15/2023,6,55,,40,,75,E OF ROADS E0120 AND NS 413,LENAPAH,OK,74042,IN SERVICE,1,-999,NOWATA,40105,USA,36.843731,-95.646487
