OBJECTID,API,WellName,ZoneStatus,YearDrilled,DateSpud,CompletedDate,ProducingL,ProposedGI,FirstProdD,WellboreSt,SpudReleas,Operator,FieldName,FormationN,Elevation,TD,MD,HasIP,BEG_Core,BEG_Logs,HasCoreRep,HasLogs,HasMudLog,HasResisti,HasPorosit,HasSonic,HasDipMete,HasGammaRa,HasGR_SP,HasDirecti,HasDrillin,HasComplet,HasW1,HasW2,HasHz,IPBBLOil,IPMCFGas,IPBBLWater,PerfTop,PerfBottom,Tops,WebDetailL,CoreReport,LogsLink,Directiona,DrillingLi,Completion,W1Link,DateEffect,W2Link,Cumulative,Cumulati_1,County,BlockNbr,SectionNbr,Direction,Latitude,Longitude
14496,4210332781,"University ""N"" - 2R",Plugged and Abandoned,1982,3/2/1982,7/8/1982,,,00000000,PAO,,BRECK OPERATING CORP.,MCELROY,ELLENBURGER,2617,11290,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,268,0,3,10393,10897,,http://utlands.utsystem.edu/API/4210332781,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32781/,,,,,00000000,,,,Crane,30,36,567  FNL & 595 FWL,31.487167358398400,-102.326736450195000
14497,4210332781,"UNIVERSITY ""N"" - 2",Plugged and Abandoned,1982,3/2/1982,7/8/1982,,,7/8/1982,PAO,,"SUPERIOR OIL COMPANY, THE",MCELROY,DEVONIAN,2617,11290,,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,268,0,3,10393,10897,,http://utlands.utsystem.edu/API/4210332781,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32781/,,,,,00000000,,,,Crane,30,36,567  FNL & 595 FWL,31.487167358398400,-102.326736450195000
14498,4210332794,"UNIVERSITY ""42"" - 2",Producing,1981,12/28/1981,3/3/1982,,,3/3/1982,OIL,,APACHE CORPORATION,BLOCK 31,DEVONIAN,2526,9150,,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,85,0,21,8433,0,,http://utlands.utsystem.edu/API/4210332794,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32794/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332794/208441,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332794/208446,130781,263093,Crane,31,42,660  FNL & 1980 FWL,31.431259155273400,-102.497375488281000
14499,4210332797,"STATE ""EG"" - 30",Plugged and Abandoned,1982,5/20/1982,11/22/1982,,,11/22/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2646,3950,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,44,0,35,3640,0,,http://utlands.utsystem.edu/API/4210332797,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32797/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332797/208463,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332797/208464,12/28/1981,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332797/208467,,,Crane,30,10,1650  FSL & 990 FEL,31.529966354370100,-102.363616943359000
14500,4210332798,"STATE ""EG"" - 28",Plugged and Abandoned,1982,4/23/1982,5/17/1982,,,5/17/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2647,3945,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,56,0,67,3500,0,,http://utlands.utsystem.edu/API/4210332798,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32798/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332798/208470,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332798/208471,12/28/1981,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332798/208474,6091,1581,Crane,30,10,1650  FSL & 1650 FWL,31.528026580810500,-102.371803283691000
14501,4210332799,"STATE ""EG"" - 29",Plugged and Abandoned,1982,5/9/1982,6/11/1982,,,6/11/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2649,3986,,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,34,0,7,3572,0,,http://utlands.utsystem.edu/API/4210332799,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332799/208479,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32799/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332799/208484,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332799/74972,12/28/1981,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332799/208488,2620,856,Crane,30,10,1650  FSL & 2310 FEL,31.529006958007800,-102.367706298828000
14502,4210332800,"University ""48-A"" - 2",Plugged and Abandoned,1981,11/11/1981,1/5/1982,,,00000000,PAO,,AMCOLE ENERGY CORP.,MCELROY,,2511,3050,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,45,0,27,2960,0,,http://utlands.utsystem.edu/API/4210332800,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332800/208489,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332800/74982,1/5/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332800/74987,,,Crane,31,48,845  FNL & 2263 FWL,31.436428070068300,-102.410148620605000
14503,4210332803,"STATE ""EG"" - 22",Plugged and Abandoned,1982,7/2/1982,10/25/1984,,,00000000,PAI,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2647,3800,,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,,,,3474,0,,http://utlands.utsystem.edu/API/4210332803,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32803/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332803/208500,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332803/208502,9/17/1982,,,,Crane,30,10,2310  FSL & 330 FWL,31.528806686401300,-102.376457214355000
14504,4210332811,"STATE ""EG"" - 25",Plugged and Abandoned,1982,5/1/1982,8/19/1982,,,8/19/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2649,4012,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,14,0,268,3566,0,,http://utlands.utsystem.edu/API/4210332811,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32811/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332811/208516,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332811/208517,12/28/1981,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332811/208519,6091,1581,Crane,30,10,2210  FSL & 1700 FEL,31.530937194824200,-102.366302490234000
14505,4210332812,"STATE ""EG"" - 24",Plugged and Abandoned,1982,5/20/1982,7/11/1982,,,7/11/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2650,3925,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,53,0,28,3572,3806,,http://utlands.utsystem.edu/API/4210332812,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32812/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332812/208522,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332812/75022,12/28/1981,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332812/208525,6091,1581,Crane,30,10,2235  FSL & 2335 FWL,31.530086517333900,-102.370193481445000
14506,4210332814,"UNIVERSITY ""35"" A - 1",Plugged and Abandoned,1982,1/12/1982,3/25/1982,,,3/25/1982,SIO,,ARCO PERMIAN,BLOCK 31,DEVONIAN,2539,9070,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,93,0,0,8687,0,,http://utlands.utsystem.edu/API/4210332814,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32814/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332814/208531,214,41648,Crane,31,35,660  FSL & 1980 FEL,31.451278686523400,-102.429153442382000
14507,4210332814,"UNIVERSITY ""35"" A - 1",Shut In,1997,8/19/1997,9/16/1997,,,9/16/1997,SIO,,APACHE CORPORATION,BLOCK 31,QUEEN,2539,9070,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,1175,0,2944,2962,,http://utlands.utsystem.edu/API/4210332814,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32814/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332814/208531,214,41648,Crane,31,35,660  FSL & 1980 FEL,31.451278686523400,-102.429153442382000
14508,4210332817,"STATE ""EG"" - 32",Plugged and Abandoned,1982,4/8/1982,4/30/1982,,,4/30/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2650,3950,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,60,0,60,3574,0,,http://utlands.utsystem.edu/API/4210332817,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32817/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332817/208542,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332817/75046,1/12/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332817/208545,6091,1581,Crane,30,10,990  FSL & 2310 FWL,31.526765823364200,-102.369186401367000
14509,4210332818,"STATE ""EG"" - 31",Plugged and Abandoned,1982,3/31/1982,4/30/1982,,,4/30/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2653,3900,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,64,0,54,3440,0,,http://utlands.utsystem.edu/API/4210332818,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32818/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332818/208548,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332818/75053,1/12/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332818/208550,6091,1581,Crane,30,10,990  FSL & 990 FWL,31.525806427001900,-102.373268127441000
14510,4210332819,"STATE ""EG"" - 26",Plugged and Abandoned,1982,5/15/1982,6/10/1982,,,6/10/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2650,4025,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,46,0,9,3675,3860,,http://utlands.utsystem.edu/API/4210332819,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32819/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332819/208555,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332819/208556,1/12/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332819/75063,,,Crane,30,10,2310  FSL & 330 FEL,31.532205581665000,-102.362152099609000
14511,4210332844,"University ""42"" - 3",Plugged and Abandoned,1982,2/14/1982,5/3/1982,,,00000000,SWC,,ARCO OIL & GAS CO.,BLOCK 31,DEVONIAN,2502,9100,,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,47,0,37,8420,8900,,http://utlands.utsystem.edu/API/4210332844,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32844/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/432786,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/432787,7/15/2014,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/434272,,,Crane,31,42,1980  FNL & 660 FWL,31.426788330078100,-102.500305175781000
14512,4210332844,"University ""42"" - 3SW",Salt Water Disposal - Contract,2014,6/26/2014,7/30/2014,,,00000000,SWC,,APACHE CORPORATION,LEA,SAN ANDRES,2502,9100,,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,,,,3464,3538,,http://utlands.utsystem.edu/API/4210332844,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32844/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/432786,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/432787,7/15/2014,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332844/434272,,,Crane,31,42,1980  FNL & 660 FWL,31.426788330078100,-102.500305175781000
14513,4210332850,BLOCK 31 UNIT - P-15,Gas Injection With Allowable,1982,2/25/1982,5/12/1982,,,00000000,GASIW,,OXY USA INC.,BLOCK 31,DEVONIAN,2558,9075,,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,,,,8568,0,,http://utlands.utsystem.edu/API/4210332850,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32850/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332850/208591,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332850/208592,2/22/1982,,,,Crane,31,27,150  FSL & 1320 FEL,31.460508346557600,-102.447578430175000
14514,4210332851,Block 31 Unit - C-7,Plugged and Abandoned,1982,3/9/1982,4/13/1982,,,00000000,PAO,,ARCO OIL & GAS CO.,BLOCK 31,GRAYBURG,2568,3265,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,20,0,649,3181,0,,http://utlands.utsystem.edu/API/4210332851,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32851/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332851/208602,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332851/75108,2/24/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332851/208604,,,Crane,31,34,550  FNL & 1590 FWL,31.456918716430600,-102.454299926757000
14515,4210332855,BLOCK 31 UNIT - Z-6,Gas Injection With Allowable,1982,5/20/1982,8/11/1982,,,00000000,GASIW,,OXY USA INC.,BLOCK 31,DEVONIAN,2560,9070,,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,,,,,,,http://utlands.utsystem.edu/API/4210332855,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32855/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332855/75111,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332855/208612,3/2/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332855/208613,,,Crane,31,34,1320  FSL & 2540 FEL,31.448728561401300,-102.447784423828000
14516,4210332856,BLOCK 31 UNIT - R-5,Temporarily Abandoned,1982,3/19/1982,5/21/1982,,,00000000,TA,,OXY USA INC.,BLOCK 31,DEVONIAN,9100,9100,,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,,,,8412,8976,,http://utlands.utsystem.edu/API/4210332856,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32856/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332856/208618,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332856/208619,3/1/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332856/502659,,,Crane,31,28,5280  FNL & 1520 FWL,31.470308303833000,-102.467735290527000
14517,4210332857,BLOCK 31 UNIT - C 8R,Producing,1982,3/26/1982,7/15/1982,,,10/4/2008,GAS,,OXY USA INC.,BLOCK 31,DEVONIAN,2557,9075,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,1,285,1,8033,8950,,http://utlands.utsystem.edu/API/4210332857,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32857/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275019,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/501307,4/5/2019,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275020,19120,1583513,Crane,31,34,1320  FNL & 1470 FWL,31.454788208007800,-102.454002380371000
14518,4210332857,BLOCK 31 UNIT - C 8R,Producing,1982,3/26/1982,7/15/1982,,,10/4/2008,GAS,,OXY USA INC.,BLOCK 31,DEVONIAN,2557,9075,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,1,285,1,8499,8691,,http://utlands.utsystem.edu/API/4210332857,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32857/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275019,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/501307,4/5/2019,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275020,19120,1583513,Crane,31,34,1320  FNL & 1470 FWL,31.454788208007800,-102.454002380371000
14519,4210332857,BLOCK 31 UNIT - C8,Plugged and Abandoned,1999,12/17/1999,2/13/2000,,,2/13/2000,GAS,,OXY USA INC.,BLOCK 31,ATOKA 7900,2557,9075,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,17,3,0,7481,7508,,http://utlands.utsystem.edu/API/4210332857,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32857/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275019,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/501307,4/5/2019,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332857/275020,19120,1583513,Crane,31,34,1320  FNL & 1470 FWL,31.454788208007800,-102.454002380371000
14520,4210332858,BLOCK 31 UNIT - K-9,Gas Injection With Allowable,1982,4/23/1982,7/21/1982,,,00000000,GASIW,,OXY USA INC.,BLOCK 31,DEVONIAN,2569,9075,,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,,,,,,,http://utlands.utsystem.edu/API/4210332858,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32858/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332858/208637,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332858/75136,3/1/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332858/208639,,,Crane,31,34,5280  FSL & 2640 FEL,31.454069137573200,-102.441131591796000
14521,4210332866,"STATE ""EG"" - 27",Plugged and Abandoned,1982,4/17/1982,10/26/1982,,,10/26/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2646,3800,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,4,0,8,3438,3717,,http://utlands.utsystem.edu/API/4210332866,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32866/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332866/208651,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332866/208652,1/12/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332866/75147,6091,1581,Crane,30,10,1650  FSL & 230 FWL,31.526987075805600,-102.376190185546000
14522,4210332867,"STATE ""EG"" - 23",Plugged and Abandoned,1982,5/1/1982,8/18/1982,,,8/18/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2648,3900,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,60,0,21,3470,0,,http://utlands.utsystem.edu/API/4210332867,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32867/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332867/208660,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332867/75158,1/12/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332867/208663,2888,925,Crane,30,10,2310  FSL & 990 FWL,31.529296875000000,-102.374412536621000
14523,4210332876,UNIVERSITY - O-2,Producing,1982,7/11/1982,9/25/1982,,,9/25/1982,OIL,,APACHE CORPORATION,BLOCK 31,DEVONIAN,2570,9080,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,80,0,5,8877,9003,,http://utlands.utsystem.edu/API/4210332876,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32876/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/208665,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/75161,3/15/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/324110,36139,320913,Crane,31,25,510  FSL & 560 FWL,31.466728210449200,-102.425758361816000
14524,4210332876,UNIVERSITY - O-2,Producing,1982,7/11/1982,9/25/1982,,,9/25/1982,OIL,,APACHE CORPORATION,BLOCK 31,DEVONIAN,2570,9080,,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,80,0,5,8876,8988,,http://utlands.utsystem.edu/API/4210332876,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32876/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/208665,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/75161,3/15/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332876/324110,36139,320913,Crane,31,25,510  FSL & 560 FWL,31.466728210449200,-102.425758361816000
14525,4210332877,"UNIVERSITY 38 ""A"" - 1",Plugged and Abandoned,1982,8/13/1982,10/17/1982,,,00000000,SIG,,APACHE CORPORATION,BLOCK 31,DEVONIAN,2542,9060,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,87,133,10,8710,8915,,http://utlands.utsystem.edu/API/4210332877,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332877/365142,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332877/403496,0,2343,Crane,31,38,660  FNL & 1780 FEL,31.447929382324200,-102.427391052246000
14526,4210332877,"UNIVERSITY 38 ""A"" - 1",Shut In,2005,12/15/2005,7/1/2012,,,7/1/2012,SIG,,APACHE CORPORATION,BLOCK 31,QUEEN,2542,9060,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,0,5,0,2955,2967,,http://utlands.utsystem.edu/API/4210332877,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332877/365142,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332877/403496,0,2343,Crane,31,38,660  FNL & 1780 FEL,31.447929382324200,-102.427391052246000
14527,4210332882,"State ""ED"" - 14",Plugged and Abandoned,1982,5/15/1982,10/26/1982,,,00000000,PAO,,PENNZOIL PETROLEUM COMPANY,DUNE,,2669,3950,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,2,0,387,3654,0,,http://utlands.utsystem.edu/API/4210332882,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32882/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332882/208687,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332882/208688,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332882/208689,,,Crane,30,03,330  FSL & 1650 FWL,31.538526535034100,-102.375236511230000
14528,4210332883,"STATE ""EF"" - 25",Plugged and Abandoned,1982,5/22/1982,6/20/1982,,,6/20/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2652,3949,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,142,31,3,3628,3842,,http://utlands.utsystem.edu/API/4210332883,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32883/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332883/208694,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332883/208695,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332883/208698,11583,7355,Crane,30,10,2310  FNL & 2310 FEL,31.532506942749000,-102.368858337402000
14529,4210332884,"STATE ""EF"" - 18",Plugged and Abandoned,1982,6/22/1982,8/20/1982,,,00000000,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2651,3950,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,21,15,335,3660,3797,,http://utlands.utsystem.edu/API/4210332884,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32884/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332884/208706,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332884/75192,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332884/75194,,,Crane,30,10,1650  FNL & 1650 FEL,31.534746170043900,-102.367393493652000
14530,4210332885,"STATE ""EF"" - 19",Plugged and Abandoned,1982,7/20/1982,8/23/1982,,,8/23/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2654,3950,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,11,10,102,3616,3796,,http://utlands.utsystem.edu/API/4210332885,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32885/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332885/208713,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332885/75198,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332885/208715,11583,7355,Crane,30,10,330  FNL & 2310 FWL,31.537265777587800,-102.372627258300000
14531,4210332886,"STATE ""EF"" - 23",Plugged and Abandoned,1982,6/6/1982,7/8/1982,,,7/8/1982,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2658,3925,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,63,15,8,3650,3807,,http://utlands.utsystem.edu/API/4210332886,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32886/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332886/75206,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332886/208716,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332886/208718,11583,7355,Crane,30,10,1650  FNL & 330 FEL,31.535705566406200,-102.363296508789000
14532,4210332888,"STATE ""EF"" - 26",Plugged and Abandoned,1982,5/15/1982,6/9/1982,,,00000000,PAO,,"DEVON ENERGY PRODUCTION CO, L.P.",DUNE,,2652,3950,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,42,7,65,3675,3860,,http://utlands.utsystem.edu/API/4210332888,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/103_Crane/32888/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332888/208723,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332888/75211,3/25/1982,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4210332888/75214,,,Crane,30,10,2310  FNL & 990 FEL,31.533475875854400,-102.364776611328000
